,case_type,age,sex,race,is_poor,bond,bond_type,prior_F,prior_M,gini,released,sentence_type,sentence,bond_NA,held_wo_bail,sentence_NA
20311,M,22.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,1.97125256673511,False,False,False
20312,M,18.0,M,B,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20313,M,85.0,M,A,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20314,M,77.0,F,A,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20315,M,30.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20316,M,56.0,F,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20317,M,20.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20318,M,29.0,M,A,0.0,0.0,6,0.0,1.0,0.42,1.0,4.0,0.0,False,False,True
20319,M,21.0,M,W,0.0,0.0,6,0.0,1.0,0.42,1.0,0.0,0.0,False,False,False
20320,M,55.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20321,M,20.0,M,W,0.0,0.0,6,0.0,1.0,0.42,1.0,0.0,0.0,False,False,False
20322,M,23.0,M,W,0.0,0.0,6,1.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20323,S,19.0,M,B,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20324,M,18.0,M,B,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20325,M,26.0,M,W,1.0,0.0,6,0.0,0.0,0.42,1.0,0.0,3.0,False,False,False
20326,M,26.0,M,W,0.0,0.0,6,0.0,2.0,0.42,1.0,0.0,0.0,False,False,False
20327,M,41.0,F,W,1.0,0.0,6,8.0,3.0,0.42,1.0,1.0,0.985626283367556,False,False,False
20328,S,34.0,M,W,,0.0,6,0.0,0.0,0.41,1.0,4.0,0.0,False,False,True
20329,M,39.0,M,W,0.0,0.0,6,0.0,1.0,0.41,1.0,0.0,0.0,False,False,False
20330,M,20.0,F,B,1.0,0.0,6,0.0,1.0,0.39,1.0,0.0,0.985626283367556,False,False,False
20331,M,21.0,M,B,1.0,0.0,6,0.0,2.0,0.39,1.0,0.0,0.985626283367556,False,False,False
20332,M,40.0,M,B,1.0,0.0,6,0.0,4.0,0.41,1.0,0.0,0.0,False,False,False
20333,M,20.0,M,W,0.0,0.0,6,0.0,0.0,0.37,1.0,4.0,0.0,False,False,True
20334,M,19.0,M,W,1.0,0.0,6,0.0,0.0,0.37,1.0,4.0,0.0,False,False,True
20335,M,46.0,F,B,0.0,0.0,6,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
20336,M,22.0,M,W,0.0,0.0,6,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
20337,M,56.0,M,W,0.0,0.0,6,0.0,1.0,0.38,1.0,0.0,0.0,False,False,False
20338,M,36.0,M,,1.0,0.0,6,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
20339,M,38.0,M,W,0.0,0.0,6,,,0.38,1.0,4.0,0.0,False,False,True
20340,M,20.0,M,B,1.0,0.0,6,0.0,1.0,0.4,1.0,0.0,6.0,False,False,False
20341,M,38.0,M,W,0.0,0.0,6,0.0,4.0,0.43,1.0,1.0,12.0,False,False,False
20342,M,44.0,F,W,1.0,0.0,6,0.0,1.0,0.5,1.0,4.0,0.0,False,False,True
20343,M,56.0,M,B,1.0,0.0,6,1.0,0.0,0.39,1.0,0.0,12.0,False,False,False
20344,M,25.0,M,B,0.0,0.0,6,0.0,0.0,0.39,1.0,0.0,12.0,False,False,False
20345,M,23.0,M,W,0.0,0.0,6,0.0,1.0,0.39,1.0,0.0,6.0,False,False,False
20346,M,23.0,M,W,1.0,0.0,6,0.0,0.0,0.47,1.0,4.0,0.0,False,False,True
20347,M,25.0,F,W,0.0,0.0,6,0.0,7.0,0.48,1.0,4.0,0.0,False,False,True
20348,M,19.0,F,B,1.0,0.0,6,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
20349,M,19.0,M,W,1.0,0.0,6,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
20350,M,23.0,M,W,1.0,0.0,6,0.0,3.0,0.38,1.0,1.0,0.985626283367556,False,False,False
20351,M,19.0,M,B,0.0,0.0,6,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
20352,M,24.0,M,A,0.0,0.0,6,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
20353,M,25.0,M,W,0.0,0.0,6,0.0,1.0,0.42,1.0,0.0,0.0,False,False,False
20354,M,67.0,M,W,1.0,0.0,6,0.0,15.0,0.42,1.0,0.0,6.0,False,False,False
20355,M,31.0,F,W,0.0,0.0,6,7.0,1.0,0.44,1.0,0.0,0.0,False,False,False
20356,M,41.0,F,W,1.0,0.0,6,0.0,1.0,0.39,1.0,0.0,0.985626283367556,False,False,False
20357,M,55.0,M,B,0.0,0.0,6,0.0,0.0,0.37,1.0,4.0,0.0,False,False,True
20358,M,20.0,M,W,0.0,0.0,6,0.0,0.0,0.37,1.0,0.0,0.0,False,False,False
20359,M,18.0,F,W,0.0,0.0,6,0.0,0.0,0.37,1.0,0.0,0.0,False,False,False
20360,M,21.0,M,W,1.0,0.0,6,0.0,1.0,0.37,1.0,0.0,0.985626283367556,False,False,False
20361,M,20.0,M,W,0.0,0.0,6,0.0,0.0,0.37,1.0,0.0,0.0,False,False,False
20362,M,49.0,F,W,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20363,M,48.0,M,W,1.0,0.0,6,0.0,1.0,0.45,1.0,0.0,0.985626283367556,False,False,False
20364,M,24.0,F,W,1.0,0.0,6,0.0,0.0,0.38,1.0,1.0,3.0,False,False,False
20365,M,24.0,M,B,,0.0,6,0.0,1.0,0.38,1.0,4.0,0.0,False,False,True
20366,M,76.0,F,B,1.0,0.0,6,1.0,0.0,0.38,1.0,4.0,0.0,False,False,True
20367,M,49.0,F,W,1.0,0.0,6,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
20368,M,25.0,M,W,0.0,0.0,6,0.0,0.0,0.44,1.0,0.0,0.0,False,False,False
20369,M,34.0,F,W,0.0,0.0,6,0.0,0.0,0.41,1.0,0.0,0.328542094455852,False,False,False
20370,M,26.0,M,B,0.0,0.0,6,4.0,9.0,0.41,1.0,0.0,0.0,False,False,False
20371,M,18.0,F,B,1.0,0.0,6,0.0,0.0,0.41,1.0,1.0,3.0,False,False,False
20372,M,26.0,F,W,0.0,0.0,6,0.0,0.0,0.41,1.0,0.0,0.0,False,False,False
20373,M,24.0,M,W,0.0,0.0,6,0.0,0.0,0.46,1.0,0.0,0.0,False,False,False
20374,M,48.0,M,B,0.0,0.0,6,2.0,2.0,0.47,1.0,0.0,0.328542094455852,False,False,False
20375,M,29.0,F,W,1.0,0.0,6,3.0,1.0,0.45,1.0,0.0,6.0,False,False,False
20376,M,20.0,F,B,1.0,0.0,6,0.0,0.0,0.43,1.0,0.0,0.0,False,False,False
20377,M,24.0,M,B,1.0,0.0,6,0.0,3.0,0.43,1.0,0.0,3.0,False,False,False
20378,M,35.0,M,B,1.0,0.0,6,1.0,2.0,0.43,1.0,0.0,0.985626283367556,False,False,False
20379,M,18.0,M,B,1.0,0.0,6,0.0,0.0,0.43,1.0,0.0,0.985626283367556,False,False,False
20380,M,52.0,M,W,0.0,0.0,6,0.0,1.0,0.49,1.0,0.0,0.0,False,False,False
20381,M,26.0,M,B,1.0,0.0,6,7.0,1.0,0.49,1.0,4.0,0.0,False,False,True
20382,M,24.0,M,B,,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20383,M,64.0,M,B,0.0,0.0,6,3.0,7.0,0.49,1.0,0.0,0.0,False,False,False
20384,M,22.0,M,B,0.0,0.0,6,0.0,8.0,0.49,1.0,0.0,0.0,False,False,False
20385,M,58.0,M,B,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20386,M,19.0,M,B,0.0,0.0,6,0.0,0.0,0.49,1.0,0.0,0.0,False,False,False
20387,M,20.0,F,W,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20388,M,20.0,M,B,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20389,M,20.0,F,B,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20390,M,19.0,F,B,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20391,M,28.0,F,B,,0.0,6,0.0,1.0,0.5,1.0,4.0,0.0,False,False,True
20392,S,40.0,F,B,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20393,S,22.0,F,B,1.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20394,M,39.0,M,B,1.0,0.0,6,8.0,4.0,0.42,1.0,4.0,0.0,False,False,True
20395,S,59.0,F,B,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20396,S,35.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20397,M,23.0,M,W,0.0,0.0,6,0.0,0.0,0.54,1.0,0.0,0.0,False,False,False
20398,M,18.0,M,W,0.0,0.0,6,0.0,0.0,0.54,1.0,4.0,0.0,False,False,True
20399,M,25.0,F,B,1.0,0.0,6,0.0,0.0,0.54,1.0,4.0,0.0,False,False,True
20400,M,43.0,F,B,1.0,0.0,6,0.0,3.0,0.54,1.0,4.0,0.0,False,False,True
20401,M,40.0,F,B,1.0,0.0,6,0.0,1.0,0.54,1.0,4.0,0.0,False,False,True
20402,M,24.0,F,W,1.0,0.0,6,0.0,1.0,0.54,1.0,4.0,0.0,False,False,True
20403,M,26.0,M,B,1.0,0.0,6,0.0,1.0,0.54,1.0,0.0,1.97125256673511,False,False,False
20404,M,55.0,M,B,1.0,0.0,6,0.0,1.0,0.47,1.0,4.0,0.0,False,False,True
20405,M,66.0,M,B,0.0,0.0,6,0.0,3.0,0.47,1.0,0.0,0.0,False,False,False
20406,M,24.0,M,W,1.0,0.0,6,0.0,2.0,0.47,1.0,1.0,0.985626283367556,False,False,False
20407,M,26.0,M,B,0.0,0.0,6,0.0,0.0,0.47,1.0,4.0,0.0,False,False,True
20408,M,32.0,M,W,0.0,0.0,6,0.0,0.0,0.47,1.0,4.0,0.0,False,False,True
20409,M,20.0,M,W,1.0,0.0,6,0.0,0.0,0.43,1.0,0.0,0.0,False,False,False
20410,M,19.0,F,B,0.0,0.0,6,0.0,0.0,0.43,1.0,0.0,0.0,False,False,False
20411,M,,F,B,,0.0,6,,,0.42,1.0,,,False,False,True
20412,M,56.0,M,W,0.0,0.0,6,0.0,1.0,0.42,1.0,4.0,0.0,False,False,True
20413,M,54.0,M,B,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.985626283367556,False,False,False
20414,M,20.0,F,B,,0.0,6,0.0,0.0,0.52,1.0,4.0,0.0,False,False,True
20415,M,23.0,F,A,,0.0,6,0.0,0.0,0.52,1.0,4.0,0.0,False,False,True
20416,M,21.0,M,B,,0.0,6,0.0,2.0,0.52,1.0,4.0,0.0,False,False,True
20417,M,28.0,F,W,0.0,0.0,6,0.0,0.0,0.47,1.0,4.0,0.0,False,False,True
20418,M,37.0,M,W,0.0,0.0,6,0.0,6.0,0.47,1.0,4.0,0.0,False,False,True
20419,M,33.0,M,B,0.0,0.0,6,2.0,6.0,0.47,1.0,0.0,0.0,False,False,False
20420,M,30.0,F,W,1.0,0.0,6,1.0,4.0,0.42,1.0,0.0,6.0,False,False,False
20421,M,31.0,M,W,1.0,0.0,6,0.0,0.0,0.44,1.0,0.0,0.0,False,False,False
20422,M,65.0,M,W,0.0,0.0,6,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
20423,M,24.0,M,W,0.0,0.0,6,0.0,0.0,0.45,1.0,0.0,0.0,False,False,False
20424,M,21.0,M,W,,0.0,6,0.0,0.0,0.45,1.0,4.0,0.0,False,False,True
20425,M,26.0,M,W,0.0,0.0,6,0.0,0.0,0.39,1.0,0.0,0.0,False,False,False
20426,M,28.0,M,B,1.0,0.0,6,0.0,4.0,0.41,1.0,0.0,0.985626283367556,False,False,False
20427,M,56.0,M,W,1.0,0.0,6,0.0,2.0,0.41,1.0,4.0,0.0,False,False,True
20428,M,27.0,M,B,1.0,0.0,6,0.0,0.0,0.41,1.0,1.0,0.985626283367556,False,False,False
20429,M,27.0,M,B,1.0,0.0,6,0.0,1.0,0.41,1.0,1.0,0.328542094455852,False,False,False
20430,M,52.0,F,B,1.0,0.0,6,0.0,0.0,0.43,1.0,1.0,12.0,False,False,False
20431,M,63.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20432,M,61.0,M,B,0.0,0.0,6,0.0,4.0,0.42,1.0,0.0,0.0,False,False,False
20433,M,31.0,M,B,0.0,0.0,6,0.0,1.0,0.42,1.0,0.0,0.0,False,False,False
20434,M,21.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20435,M,39.0,M,W,0.0,0.0,6,0.0,1.0,0.42,1.0,0.0,0.0,False,False,False
20436,M,26.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20437,M,24.0,M,B,0.0,0.0,6,5.0,6.0,0.42,1.0,0.0,0.0,False,False,False
20438,M,28.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20439,M,19.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20440,M,18.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20441,M,18.0,F,B,,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20442,M,35.0,F,B,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20443,M,21.0,F,W,1.0,0.0,6,0.0,0.0,0.42,1.0,0.0,3.0,False,False,False
20444,M,20.0,F,W,1.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.985626283367556,False,False,False
20445,M,39.0,M,W,0.0,0.0,6,0.0,2.0,0.42,1.0,0.0,0.0,False,False,False
20446,M,23.0,F,W,0.0,0.0,6,0.0,0.0,0.44,1.0,0.0,0.328542094455852,False,False,False
20447,M,31.0,M,W,0.0,0.0,6,0.0,0.0,0.39,1.0,0.0,0.0,False,False,False
20448,M,29.0,M,B,0.0,0.0,6,0.0,0.0,0.39,1.0,0.0,0.0,False,False,False
20449,M,49.0,M,W,0.0,0.0,6,0.0,1.0,0.4,1.0,4.0,0.0,False,False,True
20450,M,20.0,F,W,0.0,0.0,6,0.0,0.0,0.4,1.0,0.0,0.0,False,False,False
20451,M,41.0,F,B,1.0,0.0,6,1.0,4.0,0.44,1.0,0.0,0.985626283367556,False,False,False
20452,M,22.0,M,B,1.0,0.0,6,0.0,0.0,0.39,1.0,0.0,0.985626283367556,False,False,False
20453,M,30.0,M,B,1.0,0.0,6,0.0,0.0,0.39,1.0,0.0,0.985626283367556,False,False,False
20454,M,25.0,F,B,1.0,0.0,6,0.0,0.0,0.39,1.0,4.0,0.0,False,False,True
20455,M,23.0,F,B,1.0,0.0,6,0.0,0.0,0.39,1.0,0.0,0.985626283367556,False,False,False
20456,M,58.0,M,W,1.0,0.0,6,1.0,3.0,0.39,1.0,0.0,6.0,False,False,False
20457,M,31.0,M,B,0.0,0.0,6,0.0,2.0,0.46,1.0,0.0,12.0,False,False,False
20458,M,35.0,F,W,1.0,0.0,6,0.0,0.0,0.46,1.0,0.0,12.0,False,False,False
20459,M,66.0,M,B,0.0,0.0,6,0.0,0.0,0.46,1.0,0.0,12.0,False,False,False
20460,M,35.0,M,B,1.0,0.0,6,0.0,2.0,0.46,1.0,1.0,12.0,False,False,False
20461,M,19.0,M,B,1.0,0.0,6,0.0,0.0,0.46,1.0,4.0,0.0,False,False,True
20462,M,23.0,M,W,1.0,0.0,6,0.0,0.0,0.44,1.0,0.0,0.0,False,False,False
20463,M,18.0,M,W,0.0,0.0,6,0.0,0.0,0.41,1.0,4.0,0.0,False,False,True
20464,M,18.0,F,W,0.0,0.0,6,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
20465,M,44.0,M,W,0.0,0.0,6,0.0,2.0,0.38,1.0,0.0,0.0,False,False,False
20466,M,25.0,M,B,0.0,0.0,6,0.0,0.0,0.46,1.0,4.0,0.0,False,False,True
20467,M,26.0,F,B,0.0,0.0,6,0.0,0.0,0.46,1.0,0.0,0.985626283367556,False,False,False
20468,M,20.0,M,W,1.0,0.0,6,0.0,2.0,0.38,1.0,0.0,3.0,False,False,False
20469,M,24.0,F,W,1.0,0.0,6,0.0,2.0,0.38,1.0,0.0,0.985626283367556,False,False,False
20470,M,22.0,M,W,0.0,0.0,6,0.0,0.0,0.43,1.0,0.0,0.0,False,False,False
20471,M,18.0,F,B,0.0,0.0,6,0.0,0.0,0.43,1.0,0.0,0.0,False,False,False
20472,M,18.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20473,M,23.0,M,B,0.0,0.0,6,0.0,1.0,0.37,1.0,0.0,0.0,False,False,False
20474,M,21.0,F,B,1.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20475,M,62.0,M,B,0.0,0.0,6,3.0,1.0,0.49,1.0,0.0,0.0,False,False,False
20476,M,29.0,M,W,1.0,0.0,6,1.0,8.0,0.4,1.0,1.0,6.0,False,False,False
20477,M,37.0,F,W,1.0,0.0,6,0.0,2.0,0.48,1.0,0.0,0.985626283367556,False,False,False
20478,M,55.0,M,W,1.0,0.0,6,0.0,0.0,0.48,1.0,0.0,0.328542094455852,False,False,False
20479,M,26.0,M,W,0.0,0.0,6,14.0,4.0,0.38,1.0,1.0,3.0,False,False,False
20480,M,33.0,F,W,1.0,0.0,6,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
20481,M,24.0,M,W,0.0,0.0,6,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
20482,S,58.0,M,W,0.0,0.0,6,0.0,0.0,0.52,1.0,1.0,3.0,False,False,False
20483,M,37.0,F,W,0.0,0.0,6,0.0,0.0,0.41,1.0,4.0,0.0,False,False,True
20484,M,25.0,M,B,0.0,0.0,6,0.0,0.0,0.41,1.0,4.0,0.0,False,False,True
20485,M,32.0,M,B,0.0,0.0,6,0.0,0.0,0.41,1.0,1.0,12.0,False,False,False
20486,M,49.0,M,B,0.0,0.0,6,0.0,0.0,0.41,1.0,4.0,0.0,False,False,True
20487,M,24.0,F,W,1.0,0.0,6,0.0,0.0,0.43,1.0,0.0,12.1642710472279,False,False,False
20488,M,20.0,F,B,0.0,0.0,6,0.0,0.0,0.47,1.0,0.0,0.0,False,False,False
20489,M,24.0,F,W,0.0,0.0,6,0.0,0.0,0.47,1.0,0.0,0.0,False,False,False
20490,M,26.0,M,B,1.0,0.0,6,0.0,5.0,0.48,1.0,1.0,3.0,False,False,False
20491,M,24.0,M,B,1.0,0.0,6,0.0,2.0,0.43,1.0,1.0,3.0,False,False,False
20492,M,52.0,M,W,0.0,0.0,6,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
20493,M,24.0,M,W,1.0,0.0,6,2.0,2.0,0.43,1.0,4.0,0.0,False,False,True
20494,M,25.0,M,W,1.0,0.0,6,0.0,0.0,0.43,1.0,0.0,12.9856262833676,False,False,False
20495,M,26.0,M,B,0.0,0.0,6,0.0,0.0,0.49,1.0,0.0,0.0,False,False,False
20496,M,48.0,M,B,0.0,0.0,6,1.0,2.0,0.49,1.0,4.0,0.0,False,False,True
20497,M,45.0,M,W,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20498,M,19.0,M,W,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20499,M,51.0,M,B,0.0,0.0,6,0.0,1.0,0.49,1.0,4.0,0.0,False,False,True
20500,M,36.0,M,B,0.0,0.0,6,3.0,24.0,0.49,1.0,0.0,0.0,False,False,False
20501,M,61.0,F,B,1.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20502,M,53.0,F,B,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20503,M,19.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20504,M,18.0,M,B,0.0,0.0,6,0.0,0.0,0.54,1.0,0.0,0.0,False,False,False
20505,M,33.0,M,B,0.0,0.0,6,4.0,2.0,0.54,1.0,0.0,0.0,False,False,False
20506,M,35.0,M,B,1.0,0.0,6,0.0,2.0,0.54,1.0,0.0,0.0,False,False,False
20507,M,39.0,M,W,1.0,0.0,6,0.0,3.0,0.47,1.0,1.0,0.985626283367556,False,False,False
20508,M,42.0,M,,0.0,0.0,6,0.0,1.0,0.42,1.0,0.0,18.0,False,False,False
20509,M,46.0,M,B,0.0,0.0,6,4.0,4.0,0.42,1.0,0.0,0.0,False,False,False
20510,M,66.0,F,W,0.0,0.0,6,,,0.42,1.0,4.0,0.0,False,False,True
20511,M,34.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20512,M,22.0,F,B,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20513,M,40.0,M,B,0.0,0.0,6,0.0,1.0,0.42,1.0,4.0,0.0,False,False,True
20514,M,54.0,M,B,1.0,0.0,6,2.0,3.0,0.44,1.0,0.0,0.0,False,False,False
20515,M,25.0,F,B,0.0,0.0,6,0.0,0.0,0.44,1.0,0.0,0.0,False,False,False
20516,M,30.0,F,W,0.0,0.0,6,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
20517,M,21.0,F,W,0.0,0.0,6,0.0,0.0,0.44,1.0,1.0,0.328542094455852,False,False,False
20518,M,23.0,F,W,1.0,0.0,6,0.0,1.0,0.41,1.0,1.0,3.0,False,False,False
20519,M,22.0,F,B,1.0,0.0,6,0.0,0.0,0.41,1.0,0.0,3.0,False,False,False
20520,M,25.0,F,B,1.0,0.0,6,0.0,4.0,0.41,1.0,0.0,0.0,False,False,False
20521,M,20.0,F,B,0.0,0.0,6,0.0,0.0,0.41,1.0,0.0,0.0,False,False,False
20522,M,45.0,F,B,1.0,0.0,6,0.0,0.0,0.41,1.0,1.0,3.0,False,False,False
20523,M,20.0,M,B,1.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20524,M,20.0,M,W,1.0,0.0,6,,,0.42,1.0,0.0,0.0,False,False,False
20525,M,20.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.985626283367556,False,False,False
20526,M,53.0,M,B,1.0,0.0,6,0.0,1.0,0.42,1.0,4.0,0.0,False,False,True
20527,M,19.0,M,B,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20528,M,27.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20529,M,20.0,F,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20530,M,55.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20531,M,22.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20532,M,20.0,M,W,1.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20533,M,18.0,M,W,0.0,0.0,6,0.0,1.0,0.42,1.0,4.0,0.0,False,False,True
20534,M,43.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20535,M,28.0,F,W,0.0,0.0,6,0.0,1.0,0.42,1.0,4.0,0.0,False,False,True
20536,M,22.0,F,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20537,M,38.0,F,W,0.0,0.0,6,0.0,1.0,0.42,1.0,0.0,0.0,False,False,False
20538,M,21.0,M,B,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20539,M,28.0,M,B,0.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20540,M,18.0,F,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20541,M,48.0,F,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20542,M,18.0,F,W,,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20543,M,55.0,M,W,0.0,0.0,6,0.0,2.0,0.42,1.0,4.0,0.0,False,False,True
20544,M,20.0,M,W,0.0,0.0,6,0.0,0.0,0.44,1.0,0.0,0.985626283367556,False,False,False
20545,M,30.0,M,W,1.0,0.0,6,0.0,1.0,0.39,1.0,0.0,0.985626283367556,False,False,False
20546,M,35.0,M,W,0.0,0.0,6,0.0,3.0,0.4,1.0,0.0,0.0,False,False,False
20547,M,32.0,F,W,0.0,0.0,6,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
20548,M,27.0,M,W,0.0,0.0,6,0.0,0.0,0.44,1.0,0.0,0.0,False,False,False
20549,M,37.0,M,W,1.0,0.0,6,2.0,7.0,0.39,1.0,0.0,12.0,False,False,False
20550,M,30.0,M,B,1.0,0.0,6,0.0,0.0,0.39,1.0,1.0,0.985626283367556,False,False,False
20551,M,48.0,M,W,1.0,0.0,6,1.0,7.0,0.39,1.0,0.0,0.985626283367556,False,False,False
20552,M,29.0,F,W,0.0,0.0,6,0.0,1.0,0.39,1.0,1.0,0.985626283367556,False,False,False
20553,F,38.0,F,B,1.0,0.0,6,0.0,3.0,0.46,1.0,1.0,12.0,False,False,False
20554,M,18.0,M,B,1.0,0.0,6,0.0,0.0,0.46,1.0,0.0,12.0,False,False,False
20555,M,35.0,F,W,1.0,0.0,6,0.0,1.0,0.46,1.0,1.0,12.0,False,False,False
20556,M,29.0,M,W,0.0,0.0,6,1.0,6.0,0.39,1.0,0.0,3.0,False,False,False
20557,M,41.0,M,W,0.0,0.0,6,0.0,1.0,0.43,1.0,0.0,0.0,False,False,False
20558,M,26.0,M,W,1.0,0.0,6,0.0,1.0,0.43,1.0,4.0,0.0,False,False,True
20559,M,66.0,F,B,0.0,0.0,6,0.0,0.0,0.37,1.0,0.0,0.0,False,False,False
20560,M,35.0,F,W,0.0,0.0,6,,,0.38,1.0,4.0,0.0,False,False,True
20561,M,18.0,F,W,0.0,0.0,6,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
20562,M,18.0,M,B,0.0,0.0,6,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
20563,M,28.0,M,W,1.0,0.0,6,2.0,0.0,0.38,1.0,1.0,2.0,False,False,False
20564,M,21.0,M,W,1.0,0.0,6,0.0,0.0,0.38,1.0,0.0,0.985626283367556,False,False,False
20565,M,38.0,M,W,0.0,0.0,6,0.0,0.0,0.43,1.0,0.0,0.0,False,False,False
20566,M,21.0,M,B,,0.0,6,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
20567,M,28.0,F,W,0.0,0.0,6,0.0,0.0,0.47,1.0,0.0,0.0,False,False,False
20568,M,19.0,M,W,0.0,0.0,6,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
20569,M,31.0,F,W,1.0,0.0,6,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
20570,M,25.0,F,W,0.0,0.0,6,0.0,0.0,0.41,1.0,0.0,0.0,False,False,False
20571,M,36.0,F,W,1.0,0.0,6,1.0,0.0,0.39,1.0,0.0,3.0,False,False,False
